"product_class_id","product_id","brand_name","product_name","SKU","SRP","gross_weight","net_weight","recyclable_package","low_fat","units_per_case","cases_per_pallet","shelf_width","shelf_height","shelf_depth"
18,461,"Red Wing","Red Wing Scented Tissue",81511098742,2.7200,16.1,13.1,false,false,23,8,9.86,15.6,13.9
18,462,"Red Wing","Red Wing Toilet Paper",58803485035,2.1200,15.6,14.6,true,false,2,8,7.65,18.9,4.12
18,463,"Red Wing","Red Wing Tissues",16141352057,1.2500,8.28,5.27,true,false,18,12,11.9,22.9,11.4
18,464,"Red Wing","Red Wing Scented Toilet Tissue",41454463601,3.5600,15.6,14.6,true,false,20,9,7.28,21.1,14.1
20,465,"Red Wing","Red Wing Room Freshener",34127966761,2.9500,15.2,13.1,false,false,35,9,5.06,4.5,4.26
40,466,"Red Wing","Red Wing Frying Pan",39895885586,2.6300,8.79,5.78,false,false,23,8,4.36,18.5,16.1
87,467,"Red Wing","Red Wing Copper Cleaner",91807155013,3.8100,8.33,7.32,true,false,3,7,22.1,21.8,6.3
47,468,"Red Wing","Red Wing Bees Wax Candles",66812840104,1.7400,10.6,9.6,true,false,5,14,12.1,12.0,5.58
87,469,"Red Wing","Red Wing Silver Cleaner",87961875796,1.2900,8.03,5.02,true,false,30,13,16.7,14.0,21.4
86,470,"Red Wing","Red Wing Copper Pot Scrubber",32205327153,2.9000,7.57,5.57,true,false,15,7,14.5,17.3,11.5
85,471,"Red Wing","Red Wing Economy Toilet Brush",22592129111,0.8300,9.93,7.93,false,false,17,14,4.55,7.5,10.8
41,472,"Red Wing","Red Wing Scissors",57052045464,0.8200,9.47,8.47,true,false,10,12,22.3,10.8,20.9
42,473,"Red Wing","Red Wing Large Sponge",82774483561,0.7300,14.0,12.0,false,false,24,12,21.8,4.17,15.0
41,474,"Red Wing","Red Wing Screw Driver",55493467450,3.5200,21.3,19.2,true,false,26,10,17.1,22.4,17.7
65,475,"Quick","Quick Extra Lean Hamburger",74355801939,2.6100,20.9,17.8,true,false,6,9,14.9,5.75,7.85
65,476,"Quick","Quick Seasoned Hamburger",82410421967,3.6400,15.6,14.6,true,false,22,12,12.1,11.2,13.8
104,477,"Dollar","Dollar Monthly Sports Magazine",70510522723,0.8600,19.1,18.1,true,false,7,12,20.4,15.0,14.6
108,478,"Dollar","Dollar Monthly Auto Magazine",47802909016,2.9100,10.8,8.8,false,false,6,13,19.2,12.2,12.2
107,479,"Dollar","Dollar Monthly Computer Magazine",71238645911,2.1500,16.4,14.3,true,false,14,13,4.95,8.2,15.5
105,480,"Dollar","Dollar Monthly Home Magazine",41670928597,1.6900,13.2,12.1,false,false,13,13,9.06,13.5,16.5
106,481,"Dollar","Dollar Monthly Fashion Magazine",23127390742,2.8500,14.1,12.1,true,false,33,12,5.31,5.9,6.13
61,482,"Tell Tale","Tell Tale Summer Squash",28895309567,0.7300,18.7,16.7,false,true,25,14,6.92,6.21,19.6
61,483,"Tell Tale","Tell Tale Corn on the Cob",80806578993,1.9400,13.0,10.0,true,false,3,10,20.8,21.6,5.86
61,484,"Tell Tale","Tell Tale Asparagus",55812264084,3.6400,8.35,6.35,false,true,4,12,7.56,4.92,14.2
61,485,"Tell Tale","Tell Tale Sweet Peas",76961299777,2.1900,14.5,12.5,false,true,23,11,19.6,21.1,21.6
61,486,"Tell Tale","Tell Tale New Potatos",21204751133,1.1400,14.8,12.8,true,true,18,14,13.3,12.5,8.47
61,487,"Tell Tale","Tell Tale Beets",11591553092,2.6000,9.09,6.09,false,true,5,7,18.5,20.3,19.5
61,488,"Tell Tale","Tell Tale Prepared Salad",15072770714,2.5900,9.77,7.77,true,true,20,10,14.4,8.41,16.1
61,489,"Tell Tale","Tell Tale Onions",40795208811,2.4100,16.4,13.3,true,true,12,12,8.95,10.2,8.48
61,490,"Tell Tale","Tell Tale Green Pepper",44229219555,1.6500,13.4,11.3,false,true,24,6,7.33,13.6,21.2
61,491,"Tell Tale","Tell Tale Shitake Mushrooms",63091554045,3.5100,19.6,18.6,true,false,14,13,20.7,12.1,13.7
61,492,"Tell Tale","Tell Tale Lettuce",71146174073,1.7700,20.3,19.2,false,false,12,11,15.5,6.91,20.3
61,493,"Tell Tale","Tell Tale Elephant Garlic",59246274828,2.6400,7.43,5.42,true,false,23,9,11.1,21.8,3.83
61,494,"Tell Tale","Tell Tale Red Pepper",36538661122,1.9300,9.02,6.02,true,false,27,12,11.7,12.2,15.2
61,495,"Tell Tale","Tell Tale Garlic",59974398016,1.1700,9.22,6.22,true,false,8,8,7.01,19.2,19.4
61,496,"Tell Tale","Tell Tale Potatos",96504550576,0.8400,11.2,10.1,false,false,31,11,9.79,6.34,20.6
61,497,"Tell Tale","Tell Tale Cauliflower",23080183863,1.8700,14.7,13.6,true,false,10,9,7.83,6.85,8.93
61,498,"Tell Tale","Tell Tale Tomatos",28848102688,2.5500,11.9,10.8,true,true,28,12,4.0,3.58,21.7
61,499,"Tell Tale","Tell Tale Mushrooms",69542331099,2.9600,13.9,11.8,true,false,28,12,16.8,5.12,20.4
61,500,"Tell Tale","Tell Tale Baby Onion",44548016190,2.6600,17.0,14.0,false,true,11,12,22.6,14.4,21.4
61,501,"Tell Tale","Tell Tale Dried Mushrooms",65697051882,1.4500,17.1,15.1,true,true,13,10,3.23,20.0,16.1
61,502,"Tell Tale","Tell Tale Fresh Lima Beans",99940503239,3.1700,20.1,18.1,true,false,24,12,10.6,9.42,12.0
61,503,"Tell Tale","Tell Tale Squash",90327305197,1.8600,21.2,20.2,false,true,31,7,19.8,13.1,11.1
99,504,"Tell Tale","Tell Tale Limes",69906392693,1.8400,13.6,11.6,true,true,28,10,14.7,7.32,20.3
67,505,"Tell Tale","Tell Tale Firm Tofu",29530960917,1.6700,18.1,16.1,false,false,30,7,17.5,19.0,18.3
1,506,"Tell Tale","Tell Tale Almonds",92249944806,3.6800,11.5,8.5,true,false,3,8,15.2,6.59,12.2
99,507,"Tell Tale","Tell Tale Macintosh Apples",87210149168,2.5300,20.4,18.3,true,false,14,9,22.3,3.04,13.8
99,508,"Tell Tale","Tell Tale Golden Delcious Apples",82579680085,3.7900,13.9,11.8,true,true,22,11,20.2,19.5,22.8
99,509,"Tell Tale","Tell Tale Red Delcious Apples",46777650713,1.9000,20.9,18.8,true,false,8,14,9.46,12.5,14.8
99,510,"Tell Tale","Tell Tale Lemons",47972167134,0.6100,9.33,7.32,true,false,27,7,3.69,20.9,15.4
99,511,"Tell Tale","Tell Tale Fancy Plums",71407904028,0.6800,21.0,19.0,false,true,31,6,3.31,22.0,16.1
99,512,"Tell Tale","Tell Tale Plums",17938056588,2.7400,9.85,7.85,false,false,10,7,19.7,7.08,6.5
99,513,"Tell Tale","Tell Tale Peaches",34513689875,0.5800,11.0,10.0,true,false,31,13,6.16,17.4,20.5
61,514,"Tell Tale","Tell Tale Broccoli",40281608700,1.8100,20.9,17.8,true,true,35,11,6.63,8.38,9.31
99,515,"Tell Tale","Tell Tale Mandarin Oranges",92192878127,1.9100,20.7,19.7,false,true,17,9,7.86,19.7,13.7
1,516,"Tell Tale","Tell Tale Mixed Nuts",67198563218,1.8500,21.8,19.7,true,false,6,13,6.94,9.01,15.2
1,517,"Tell Tale","Tell Tale Canned Peanuts",77130557894,3.4000,7.87,6.86,false,false,26,5,11.6,9.5,3.9
61,518,"Tell Tale","Tell Tale Sweet Onion",21374009251,1.3600,13.5,11.5,false,true,19,7,12.6,16.8,8.99
99,519,"Tell Tale","Tell Tale Cantelope",11760811209,3.8200,17.1,15.1,true,false,10,11,10.5,8.46,22.2
99,520,"Tell Tale","Tell Tale Honey Dew",81339898705,2.8000,7.28,6.28,true,false,21,8,13.8,12.5,17.2
99,521,"Tell Tale","Tell Tale Fuji Apples",40964466929,3.6300,8.48,6.47,true,false,17,7,20.9,18.4,11.2
1,522,"Tell Tale","Tell Tale Walnuts",13683450818,1.6300,15.6,13.6,true,true,6,7,7.04,15.8,10.9
99,523,"Tell Tale","Tell Tale Oranges",98643655180,1.7200,11.3,9.3,false,true,27,12,7.76,10.2,21.6
99,524,"Tell Tale","Tell Tale Tangerines",40600405335,1.7400,13.8,11.8,false,false,16,13,4.57,13.0,22.6
1,525,"Tell Tale","Tell Tale Party Nuts",94798375964,2.8500,11.3,9.3,false,true,30,14,12.8,11.9,7.77
24,526,"Kiwi","Kiwi Lox",36971591114,2.2500,18.4,16.3,true,true,31,5,20.7,18.3,17.4
2,527,"Kiwi","Kiwi Scallops",60407328009,2.3800,11.9,8.89,false,false,15,13,8.75,9.24,3.87
45,528,"Fast","Fast Low Fat Cookies",96937480568,0.9600,6.59,4.59,true,true,8,13,16.0,9.16,7.4
12,529,"Fast","Fast BBQ Potato Chips",23513113856,2.1900,17.7,15.7,false,true,9,9,14.5,6.88,8.27
12,530,"Fast","Fast Corn Chips",29281032681,3.7600,9.41,6.4,true,false,24,11,3.38,7.67,22.7
12,531,"Fast","Fast Low Fat BBQ Chips",81192302107,0.6000,16.9,14.8,false,true,21,8,3.6,5.14,19.8
45,532,"Fast","Fast Sugar Cookies",56197987198,3.8700,21.7,18.7,true,false,15,14,16.8,9.92,20.6
45,533,"Fast","Fast Chocolate Chip Cookies",77347022891,2.4200,20.1,17.1,false,false,12,10,9.95,20.0,15.4
45,534,"Fast","Fast Fudge Cookies",21590474247,3.3800,12.6,10.6,false,true,26,5,4.69,5.39,9.71
45,535,"Fast","Fast Fudge Brownies",90496563315,2.8400,7.92,6.92,true,true,4,12,21.5,3.1,15.5
12,536,"Fast","Fast Potato Chips",70075650811,1.8200,21.8,20.7,true,false,20,10,3.81,13.2,3.1
45,537,"Fast","Fast Lemon Cookies",29700219035,2.6500,20.7,18.7,true,false,3,11,19.3,8.98,22.8
45,538,"Fast","Fast Graham Crackers",92419202923,0.9300,20.9,18.8,true,true,13,6,4.29,12.6,14.5
82,539,"Fast","Fast Cheese Crackers",87379407286,3.7400,8.42,6.42,true,false,21,14,4.0,13.2,17.8
54,540,"Fast","Fast Buttered Popcorn",29336157441,0.5100,12.3,11.3,true,true,26,14,14.5,13.7,8.48
54,541,"Fast","Fast No Salt Popcorn",83534128069,1.8800,13.0,10.0,true,false,13,9,21.4,20.7,17.6
54,542,"Fast","Fast Low Fat Popcorn",60826514363,1.5100,6.84,3.84,false,true,35,12,3.07,5.03,16.4
83,543,"Fast","Fast Salsa Dip",18164381384,1.6400,8.05,6.05,false,false,30,6,10.0,22.0,15.4
83,544,"Fast","Fast Avocado Dip",85673232674,2.9500,16.1,14.1,true,false,12,9,20.7,21.7,9.83
46,545,"Fast","Fast Salted Pretzels",78346735835,1.4500,19.1,16.1,true,true,35,8,18.2,5.58,3.27
83,546,"Fast","Fast Cheese Dip",84114654660,2.7800,14.7,12.6,false,false,30,9,20.6,4.52,6.4
83,547,"Fast","Fast Fondue Mix",69928054213,2.3100,9.02,7.02,true,false,15,10,14.5,19.9,12.5
84,548,"Fast","Fast Mini Donuts",44933739304,2.9000,8.39,5.39,true,true,34,13,22.5,15.7,14.6
17,549,"Fast","Fast Beef Jerky",66082774996,1.6800,10.5,9.5,true,false,34,10,13.3,19.4,8.37
84,550,"Fast","Fast Chocolate Donuts",76424096226,2.4000,10.7,8.69,false,false,30,13,7.09,10.8,15.1
12,551,"Fast","Fast Low Fat Chips",66810898184,3.2100,7.87,5.86,true,false,6,12,13.5,10.9,20.4
82,552,"Fast","Fast Sesame Crackers",70292115807,0.5500,18.6,16.6,true,true,25,11,10.9,9.83,18.8
45,553,"Fast","Fast Frosted Cookies",18699643015,1.9100,7.41,5.4,false,false,24,11,17.3,20.4,11.7
109,554,"Fast","Fast Dried Apples",57516496777,3.1400,13.1,12.1,true,false,34,6,17.3,14.4,6.85
109,555,"Fast","Fast Apple Fruit Roll",76378831267,2.8800,19.3,18.2,true,false,18,14,10.6,12.9,19.2
109,556,"Fast","Fast Strawberry Fruit Roll",18335581421,3.2500,11.3,8.3,true,false,24,10,3.95,17.1,3.67
109,557,"Fast","Fast Raspberry Fruit Roll",72533552050,1.3600,18.4,15.3,false,false,18,10,20.8,4.53,20.8
109,558,"Fast","Fast Grape Fruit Roll",49825938344,0.8000,15.0,13.0,false,true,21,13,16.0,6.79,8.77
109,559,"Fast","Fast Dried Dates",97163805365,3.7800,19.9,17.8,false,true,20,7,20.7,17.3,6.64
109,560,"Fast","Fast Raisins",43693957924,1.2000,15.0,12.0,false,true,5,12,6.55,7.06,5.45
109,561,"Fast","Fast Golden Raisins",36367461085,0.7700,15.7,13.6,true,true,9,9,12.4,20.7,4.61
109,562,"Fast","Fast Dried Apricots",42135379910,0.5900,17.8,15.7,false,false,21,10,13.8,5.58,20.8
84,563,"Fast","Fast Frosted Donuts",58927478194,1.6800,19.9,18.8,false,true,31,9,6.76,7.11,19.5
36,564,"Atomic","Atomic Tasty Candy Bar",10031033158,0.6600,17.9,15.8,true,true,9,13,7.18,8.35,17.0
36,565,"Atomic","Atomic Mint Chocolate Bar",55082198977,0.9000,10.9,9.89,true,false,9,11,12.9,22.5,13.6
36,566,"Atomic","Atomic Malted Milk Balls",65423520207,1.7800,13.9,10.8,false,false,20,13,20.3,11.9,9.61
36,567,"Atomic","Atomic Semi-Sweet Chocolate Bar",55810322165,2.3500,15.9,13.8,true,true,35,13,4.46,5.77,13.2
37,568,"Atomic","Atomic Bubble Gum",59291539788,3.3300,11.2,8.19,false,true,18,13,11.5,6.82,11.6
38,569,"Atomic","Atomic Spicy Mints",18916108012,3.1600,7.79,5.78,true,true,33,13,16.9,3.52,17.0
38,570,"Atomic","Atomic Mints",57732961773,2.1600,17.5,15.5,false,true,32,9,19.6,21.1,5.86
36,571,"Atomic","Atomic White Chocolate Bar",65114583373,1.2500,10.4,8.39,false,false,31,8,6.66,17.6,7.45
5,572,"Shady Lake","Shady Lake Ravioli",73169203400,2.5100,8.94,5.93,false,false,11,9,9.85,22.2,19.8
5,573,"Shady Lake","Shady Lake Manicotti",61269304156,3.3900,19.7,18.7,true,true,9,10,4.48,3.23,15.8
5,574,"Shady Lake","Shady Lake Spaghetti",38561690449,2.6700,19.0,17.0,true,false,29,11,13.4,3.46,12.9
57,575,"Shady Lake","Shady Lake Thai Rice",85899557471,2.8100,11.0,8.0,true,true,26,7,7.64,16.5,9.69
57,576,"Shady Lake","Shady Lake Rice Medly",32429710030,0.7000,18.6,16.6,true,true,11,12,16.2,8.5,9.2
43,577,"Walrus","Walrus Imported Beer",25103213191,2.6200,6.11,3.11,true,false,31,9,15.8,20.1,17.5
44,578,"Walrus","Walrus Light Wine",30871132016,2.2900,9.38,8.38,true,false,9,8,10.5,21.4,6.5
44,579,"Walrus","Walrus Chardonnay Wine",82782401442,0.8300,15.7,13.6,false,false,35,9,22.5,19.6,19.5
44,580,"Walrus","Walrus Chablis Wine",21200867295,2.4100,19.9,17.8,false,false,29,6,21.4,16.6,18.2
44,581,"Walrus","Walrus Merlot Wine",42349902987,2.8400,19.4,17.3,true,false,6,14,10.8,9.99,3.24
44,582,"Walrus","Walrus Chardonnay",76593354344,3.8000,9.9,6.89,true,false,32,6,22.7,8.21,16.2
44,583,"Walrus","Walrus White Zinfandel Wine",66980156302,1.6100,19.4,17.3,true,false,18,7,11.9,3.33,13.2
43,584,"Walrus","Walrus Light Beer",70461373925,2.5900,17.6,15.6,false,false,31,6,21.3,16.5,18.8
27,585,"Colony","Colony Pumpernickel Bread",30085942149,2.1800,8.08,5.07,false,true,21,7,13.3,14.7,11.8
27,586,"Colony","Colony White Bread",68902795910,1.4200,18.9,16.8,true,false,2,8,17.8,21.3,10.3
27,587,"Colony","Colony Rye Bread",87765130400,3.2700,7.71,5.71,false,false,18,6,4.43,20.8,18.2
26,588,"Colony","Colony English Muffins",95819750428,1.5400,7.55,5.55,false,false,35,8,14.4,4.41,15.1
26,589,"Colony","Colony Cranberry Muffins",72702810168,2.6500,16.4,15.3,true,false,35,12,18.1,11.7,12.1
26,590,"Colony","Colony Muffins",49995196461,1.9300,6.14,3.13,false,false,33,8,19.2,19.0,17.2
25,591,"Colony","Colony Bagels",97333063483,1.1700,8.72,6.72,false,true,13,8,12.9,15.0,20.8
26,592,"Colony","Colony Blueberry Muffins",43863216042,2.4800,12.7,11.6,true,false,30,6,3.16,17.8,21.4
27,593,"Colony","Colony Wheat Bread",36536719202,1.8700,12.0,10.0,true,false,26,13,22.1,12.4,16.0
49,594,"Landslide","Landslide Sesame Oil",42304638028,0.5800,7.27,4.26,true,false,4,10,9.48,22.4,9.45
53,595,"Landslide","Landslide Chunky Peanut Butter",94215907454,1.4200,7.95,4.94,true,false,31,10,15.5,4.96,3.61
51,596,"Landslide","Landslide Hot Chocolate",69221592545,0.6400,10.4,8.39,false,true,28,13,21.4,13.2,9.7
50,597,"Landslide","Landslide Brown Sugar",90370628237,2.8000,19.3,16.2,true,true,19,12,20.3,8.61,21.1
50,598,"Landslide","Landslide White Sugar",65592778325,1.5200,10.3,9.3,true,false,25,8,8.2,14.9,10.8
90,599,"Landslide","Landslide French Roast Coffee",55979580283,2.3200,9.79,7.78,true,false,21,9,5.55,9.6,10.4
90,600,"Landslide","Landslide Decaf Coffee",59460797905,2.3100,18.9,16.8,true,false,3,9,11.1,5.79,12.5
90,601,"Landslide","Landslide Regular Coffee",85183236002,2.1300,14.9,12.8,false,false,9,9,9.02,8.84,3.85
49,602,"Landslide","Landslide Vegetable Oil",57902219891,2.1400,15.9,13.8,true,false,3,7,12.1,20.0,18.5
49,603,"Landslide","Landslide Corn Oil",76764554381,1.2300,16.5,14.5,true,true,19,10,8.1,8.11,15.2
48,604,"Landslide","Landslide Tomato Sauce",84819174408,1.2500,9.48,6.47,false,false,27,10,6.6,5.74,16.7
49,605,"Landslide","Landslide Canola Oil",72919275164,2.3600,21.2,20.2,true,false,31,10,15.9,3.49,4.93
33,606,"Landslide","Landslide Grape Preserves",50211661458,2.6500,11.3,9.3,false,false,20,9,9.31,21.9,17.3
90,607,"Landslide","Landslide Columbian Coffee",62430357336,2.7800,13.3,10.3,false,false,26,9,13.1,22.4,8.62
31,608,"Landslide","Landslide Strawberry Jelly",32862640023,0.6800,10.2,8.19,true,false,25,13,15.8,16.6,9.61
4,609,"Landslide","Landslide Pepper",25536143183,2.5900,11.3,9.3,false,true,2,14,4.08,15.8,13.6
33,610,"Landslide","Landslide Low Fat Apple Butter",31304062008,2.2700,7.14,5.13,true,true,24,6,13.0,15.8,11.8
4,611,"Landslide","Landslide Salt",83215331435,0.8200,15.1,13.1,true,false,30,6,15.6,18.8,13.7
33,612,"Landslide","Landslide Apple Butter",58221016526,2.3800,11.6,10.6,true,false,12,7,22.7,20.1,11.5
4,613,"Landslide","Landslide Oregano",79370052218,1.8200,21.1,20.1,true,false,20,7,10.8,19.9,13.0
31,614,"Landslide","Landslide Apple Jelly",23613503575,3.7800,16.7,14.7,true,false,24,13,21.7,8.79,21.2
32,615,"Landslide","Landslide Grape Jam",69672150015,1.3500,18.4,16.3,false,true,34,6,10.3,15.8,5.11
32,616,"Landslide","Landslide Apple Jam",73153367638,1.3300,21.9,19.8,true,true,13,11,18.8,8.57,20.9
32,617,"Landslide","Landslide Strawberry Jam",98875805735,1.1600,13.9,10.8,true,true,30,9,21.2,22.7,7.78
53,618,"Landslide","Landslide Creamy Peanut Butter",71594789624,1.4000,7.28,6.28,true,true,21,7,17.2,21.1,12.1
33,619,"Landslide","Landslide Strawberry Preserves",90457124114,2.2500,6.14,5.13,false,false,3,8,14.0,19.1,16.8
53,620,"Landslide","Landslide Extra Chunky Peanut Butter",98511744141,0.7300,7.8,5.8,true,false,36,12,13.3,7.3,3.26
33,621,"Landslide","Landslide Apple Preserves",86611844897,1.3900,9.36,7.35,true,false,22,13,4.69,7.69,12.1
31,622,"Landslide","Landslide Grape Jelly",63904231190,0.8100,6.38,3.38,true,true,28,5,22.3,15.5,4.95
30,623,"Token","Token Berry Juice",87339968085,1.8000,8.04,7.03,true,false,2,5,11.7,18.1,8.82
52,624,"Token","Token Mango Drink",33870120644,2.4600,20.4,18.3,true,true,16,12,11.5,8.99,14.9
52,625,"Token","Token Strawberry Drink",15326582789,1.6100,13.8,10.8,true,false,18,6,10.9,16.5,3.9
19,626,"Token","Token Cream Soda",21094501614,1.2900,6.73,4.73,false,false,9,14,9.79,12.0,15.3
19,627,"Token","Token Diet Soda",73005771040,1.7000,7.64,4.63,true,false,31,13,14.4,14.2,10.1
19,628,"Token","Token Cola",48011456131,1.4000,16.4,14.3,true,false,12,13,16.5,11.5,17.3
19,629,"Token","Token Diet Cola",69160491824,0.5500,10.0,8.0,false,false,10,12,22.7,4.44,14.3
30,630,"Token","Token Orange Juice",13403943181,2.8000,11.0,10.0,true,false,33,11,7.34,6.72,9.09
30,631,"Token","Token Cranberry Juice",93790745139,0.7800,19.7,17.7,true,false,7,8,9.47,3.99,16.3
30,632,"Token","Token Apple Juice",73369832634,0.8300,20.6,18.6,false,false,1,11,14.0,6.27,11.0
52,633,"Token","Token Apple Drink",32994400858,0.7400,15.6,13.6,true,false,33,10,20.2,19.3,7.55
35,634,"Radius","Radius Oatmeal",60594213604,2.5300,13.1,10.1,true,true,12,9,18.8,21.6,5.2
35,635,"Radius","Radius Corn Puffs",55554417967,1.3800,7.92,5.92,false,true,34,8,15.0,22.6,16.2
35,636,"Radius","Radius Wheat Puffs",87511168122,2.6400,12.2,9.19,false,true,19,8,10.2,15.4,11.7
35,637,"Radius","Radius Grits",51709138751,0.8600,8.4,7.39,false,true,2,13,12.0,13.2,22.3
62,638,"Bravo","Bravo Canned Beets",52903655171,3.1500,6.8,5.8,true,false,22,9,16.5,20.0,19.7
62,639,"Bravo","Bravo Creamed Corn",76339392066,3.2800,16.2,14.2,false,false,18,14,4.16,13.2,16.1
62,640,"Bravo","Bravo Canned String Beans",22869544625,2.5900,9.63,7.63,false,true,20,8,3.52,20.8,5.09
58,641,"Bravo","Bravo Chicken Soup",39445177912,3.9800,18.5,15.5,true,true,11,7,22.3,16.2,16.5
62,642,"Bravo","Bravo Canned Yams",45213096737,1.6600,7.39,6.38,true,true,21,7,17.1,21.2,11.9
58,643,"Bravo","Bravo Vegetable Soup",62005195021,1.8400,9.0,6.0,false,false,19,7,7.64,17.2,5.81
62,644,"Bravo","Bravo Canned Tomatos",37010880112,0.8700,13.4,11.3,false,false,32,10,20.5,3.37,21.3
58,645,"Bravo","Bravo Noodle Soup",58159915804,3.3200,6.41,5.4,false,false,8,5,5.97,19.8,7.91
58,646,"Bravo","Bravo Regular Ramen Soup",92403367161,1.2800,6.18,4.17,true,false,1,10,17.2,5.63,9.86
58,647,"Bravo","Bravo Chicken Noodle Soup",82790169119,2.7400,17.7,15.7,true,false,23,14,15.1,17.5,21.0
58,648,"Bravo","Bravo Turkey Noodle Soup",62369256615,2.7200,12.5,11.5,true,false,5,11,21.3,4.13,14.5
58,649,"Bravo","Bravo Beef Soup",21993824839,2.5500,17.2,14.2,false,true,15,14,8.85,8.08,17.4
62,650,"Bravo","Bravo Canned Peas",84712808728,1.5500,17.5,15.5,true,true,17,6,21.1,8.36,4.22
58,651,"Bravo","Bravo Chicken Ramen Soup",66987923979,0.8000,15.0,13.0,false,true,19,14,11.0,7.36,4.38
93,652,"Bravo","Bravo Canned Tuna in Water",98944674134,1.6700,10.7,9.69,true,false,23,14,20.2,16.2,17.6
93,653,"Bravo","Bravo Canned Tuna in Oil",63142644762,2.7800,9.71,7.71,true,true,28,13,15.7,11.9,17.3
94,654,"Bravo","Bravo Large Canned Shrimp",64337161183,2.1700,10.8,7.8,false,false,29,7,13.8,16.7,3.85
95,655,"Bravo","Bravo Fancy Canned Anchovies",87772898077,2.3100,8.33,5.32,false,true,5,11,15.0,8.05,8.9
96,656,"Bravo","Bravo Fancy Canned Clams",34303050637,3.8500,20.4,17.3,true,false,16,6,8.12,13.6,6.99
97,657,"Bravo","Bravo Fancy Canned Oysters",50878683924,2.1200,19.8,18.7,false,true,2,6,6.03,14.9,11.5
98,658,"Bravo","Bravo Fancy Canned Sardines",56646602749,2.6800,6.44,5.44,true,false,28,5,9.18,9.84,12.6
58,659,"Bravo","Bravo Rice Soup",18557872176,3.2100,15.8,14.8,true,true,1,10,18.6,11.8,19.1
3,660,"Applause","Applause Canned Mixed Fruit",48180714249,2.8000,6.96,3.96,true,true,2,7,5.24,15.9,3.76
3,661,"Applause","Applause Canned Peaches",69329749941,2.3400,19.0,17.0,false,false,20,6,9.29,20.4,14.3
89,662,"Prelude","Prelude Rosy Sunglasses",13573201298,2.3000,21.5,19.5,true,false,29,9,14.2,4.22,5.44
103,663,"Akron","Akron Eyeglass Screwdriver",93960003256,1.7600,11.4,10.3,true,false,19,11,15.8,4.7,18.4
102,664,"Akron","Akron City Map",73539090752,1.7400,8.24,6.23,false,false,18,12,19.9,10.0,19.4
15,665,"Gorilla","Gorilla Low Fat Cottage Cheese",33163658976,1.5700,8.79,6.78,false,false,21,8,20.3,17.8,19.3
14,666,"Gorilla","Gorilla Low Fat Sour Cream",95882642865,0.8900,14.5,12.5,false,true,19,7,10.1,17.4,16.9
14,667,"Gorilla","Gorilla Sour Cream",90842847228,2.6600,21.2,20.2,true,false,5,11,15.8,7.02,16.7
11,668,"Gorilla","Gorilla Jack Cheese",32799597382,3.9300,21.9,18.8,true,false,27,14,19.8,11.7,5.87
11,669,"Gorilla","Gorilla Muenster Cheese",51878396868,1.8000,19.4,18.3,true,true,3,8,11.5,15.3,18.4
11,670,"Gorilla","Gorilla String Cheese",29170783162,1.7900,18.2,15.2,true,true,14,6,8.36,13.2,3.16
11,671,"Gorilla","Gorilla Low Fat String Cheese",76508650183,2.9300,20.8,19.7,true,true,29,7,11.6,17.0,19.2
11,672,"Gorilla","Gorilla Havarti Cheese",23038802742,3.3400,13.3,10.3,true,true,20,8,16.5,16.8,10.9
11,673,"Gorilla","Gorilla Head Cheese",15712305903,2.7400,18.2,17.2,false,false,13,7,11.6,19.6,16.3
11,674,"Gorilla","Gorilla Cheese Spread",21480224728,3.1800,21.1,20.1,true,true,30,9,10.0,7.9,4.79
11,675,"Gorilla","Gorilla Sharp Cheddar Cheese",97293624281,3.5900,13.1,10.1,true,true,24,13,22.6,16.5,9.17
11,676,"Gorilla","Gorilla Mild Cheddar Cheese",72299309372,3.2900,8.86,6.85,true,true,5,10,22.0,8.7,14.9
15,677,"Gorilla","Gorilla Large Curd Cottage Cheese",93448345065,2.9600,8.58,6.57,true,false,16,5,10.1,14.2,7.27
76,678,"Gorilla","Gorilla 2% Milk",68670495152,3.6900,14.3,13.3,true,false,3,14,21.1,7.13,14.8
76,679,"Gorilla","Gorilla Buttermilk",59057297110,1.4900,20.3,17.2,true,false,31,12,9.6,6.43,13.0
76,680,"Gorilla","Gorilla Chocolate Milk",62538514733,1.4700,13.4,10.3,true,false,3,12,15.2,22.6,15.1
76,681,"Gorilla","Gorilla 1% Milk",22163082957,2.3000,9.43,8.43,true,false,20,11,13.0,5.66,6.42
76,682,"Gorilla","Gorilla Whole Milk",60979936718,0.6100,10.4,7.39,true,false,14,9,16.2,16.8,21.1
6,683,"Gorilla","Gorilla Strawberry Yogurt",79842271208,2.1600,8.58,5.57,true,false,20,9,7.16,21.1,6.7
6,684,"Gorilla","Gorilla Blueberry Yogurt",21799021363,0.6800,9.71,7.71,true,true,18,12,16.7,7.13,13.1
81,685,"Cutting Edge","Cutting Edge Chicken Hot Dogs",75996991991,1.5300,18.2,17.2,false,true,9,7,20.1,15.7,4.84
91,686,"Cutting Edge","Cutting Edge Pimento Loaf",53289378285,1.8200,12.5,9.5,true,false,34,10,4.1,5.65,8.5
91,687,"Cutting Edge","Cutting Edge Beef Bologna",65508074164,0.9700,7.67,4.67,false,false,35,13,3.52,7.82,4.38
